PERMNO,date,PRC
10107,20110811,25.19000
10107,20110812,25.10000
10107,20110815,25.51000
10107,20110816,25.35000
10107,20110817,25.24500
10107,20110818,24.67000
10107,20110819,24.05000
10107,20110822,23.98000
10107,20110823,24.72000
10107,20110824,24.90000
10107,20110825,24.57000
10107,20110826,25.25000
10107,20110829,25.84000
10107,20110830,26.23000
10107,20110831,26.60000
10107,20110901,26.21000
10107,20110902,25.80000
10107,20110906,25.51000
10107,20110907,26.00000
10107,20110908,26.22000
10107,20110909,25.74000
10107,20110912,25.89000
10107,20110913,26.04000
10107,20110914,26.50000
10107,20110915,26.99000
10107,20110916,27.12000
10107,20110919,27.21000
10107,20110920,26.98000
10107,20110921,25.99000
10107,20110922,25.06000
10107,20110923,25.06000
10107,20110926,25.44000
10107,20110927,25.67000
10107,20110928,25.57500
10107,20110929,25.45000
10107,20110930,24.89000
10107,20111003,24.53000
10107,20111004,25.34000
10107,20111005,25.89000
10107,20111006,26.34000
10107,20111007,26.25000
10107,20111010,26.94000
10107,20111011,27.00000
10107,20111012,26.96000
10107,20111013,27.18000
10107,20111014,27.27000
10107,20111017,26.98000
10107,20111018,27.31000
10107,20111019,27.13000
10107,20111020,27.04000
10107,20111021,27.16000
10107,20111024,27.19000
10107,20111025,26.81000
10107,20111026,26.59000
10107,20111027,27.25000
10107,20111028,26.98000
10107,20111031,26.63000
10107,20111101,25.99000
10107,20111102,26.01000
10107,20111103,26.53000
10107,20111104,26.25000
10107,20111107,26.80000
10107,20111108,27.16000
10107,20111109,26.20000
10107,20111110,26.28000
10107,20111111,26.91000
10107,20111114,26.76000
10107,20111115,26.74000
10107,20111116,26.07000
10107,20111117,25.54000
10107,20111118,25.30000
10107,20111121,25.00000
10107,20111122,24.79000
10107,20111123,24.47000
10107,20111125,24.30000
10107,20111128,24.87000
10107,20111129,24.84000
10107,20111130,25.58000
10107,20111201,25.28000
10107,20111202,25.22000
10107,20111205,25.70000
10107,20111206,25.66000
10107,20111207,25.60000
10107,20111208,25.40000
10107,20111209,25.70000
10107,20111212,25.51000
10107,20111213,25.76000
10107,20111214,25.59000
10107,20111215,25.56000
10107,20111216,26.00000
10107,20111219,25.53000
10107,20111220,26.02500
10107,20111221,25.76000
10107,20111222,25.81000
10107,20111223,26.03000
10107,20111227,26.04000
10107,20111228,25.82000
10107,20111229,26.02000
10107,20111230,25.96000
10107,20120103,26.76500
10107,20120104,27.40000
10107,20120105,27.68000
10107,20120106,28.10500
10107,20120109,27.74000
10107,20120110,27.84000
10107,20120111,27.72000
10107,20120112,28.00000
10107,20120113,28.25000
10107,20120117,28.25500
10107,20120118,28.23000
10107,20120119,28.12000
10107,20120120,29.71000
10107,20120123,29.73000
10107,20120124,29.34000
10107,20120125,29.56000
10107,20120126,29.50000
10107,20120127,29.23000
10107,20120130,29.61000
10107,20120131,29.53000
10107,20120201,29.89000
10107,20120202,29.95000
10107,20120203,30.24000
10107,20120206,30.20000
10107,20120207,30.35000
10107,20120208,30.66000
10107,20120209,30.77000
10107,20120210,30.49500
10107,20120213,30.58000
10107,20120214,30.25000
10107,20120215,30.05000
10107,20120216,31.28500
10107,20120217,31.25000
10107,20120221,31.44000
10107,20120222,31.27000
10107,20120223,31.37000
10107,20120224,31.48000
10107,20120227,31.35000
10107,20120228,31.87000
10107,20120229,31.74000
10107,20120301,32.29000
10107,20120302,32.07500
10107,20120305,31.80000
10107,20120306,31.55500
10107,20120307,31.84000
10107,20120308,32.01000
10107,20120309,31.99000
10107,20120312,32.04000
10107,20120313,32.67000
10107,20120314,32.77000
10107,20120315,32.85000
10107,20120316,32.60000
10107,20120319,32.20000
10107,20120320,31.99000
10107,20120321,31.91000
10107,20120322,31.99500
10107,20120323,32.01000
10107,20120326,32.59000
10107,20120327,32.52000
10107,20120328,32.19000
10107,20120329,32.12000
10107,20120330,32.25500
10107,20120402,32.29000
10107,20120403,31.94000
10107,20120404,31.21000
10107,20120405,31.52000
10107,20120409,31.10000
10107,20120410,30.47000
10107,20120411,30.34500
10107,20120412,30.97500
10107,20120413,30.81000
10107,20120416,31.07500
10107,20120417,31.44000
10107,20120418,31.14000
10107,20120419,31.01000
10107,20120420,32.42000
10107,20120423,32.12000
10107,20120424,31.92000
10107,20120425,32.20000
10107,20120426,32.11000
10107,20120427,31.98000
10107,20120430,32.01500
10107,20120501,32.01000
10107,20120502,31.80000
10107,20120503,31.76000
10107,20120504,30.98000
10107,20120507,30.65000
10107,20120508,30.50000
10107,20120509,30.76000
10107,20120510,30.74000
10107,20120511,31.16000
10107,20120514,30.68000
10107,20120515,30.21000
10107,20120516,29.90000
10107,20120517,29.72000
10107,20120518,29.27000
10107,20120521,29.75000
10107,20120522,29.76000
10107,20120523,29.11000
10107,20120524,29.07000
10107,20120525,29.06000
10107,20120529,29.56000
10107,20120530,29.34000
10107,20120531,29.19000
10107,20120601,28.45000
10107,20120604,28.55000
10107,20120605,28.50500
10107,20120606,29.35000
10107,20120607,29.23000
10107,20120608,29.65000
10107,20120611,28.89500
10107,20120612,29.29000
10107,20120613,29.13000
10107,20120614,29.34000
10107,20120615,30.02000
10107,20120618,29.84000
10107,20120619,30.70000
10107,20120620,30.93000
10107,20120621,30.13500
10107,20120622,30.70000
10107,20120625,29.86500
10107,20120626,30.02000
10107,20120627,30.17000
10107,20120628,29.91000
10107,20120629,30.59000
10107,20120702,30.56000
10107,20120703,30.76000
10107,20120705,30.70000
10107,20120706,30.18500
10107,20120709,30.00000
10107,20120710,29.74000
10107,20120711,29.30000
10107,20120712,28.63000
10107,20120713,29.39000
10107,20120716,29.44000
10107,20120717,29.66000
10107,20120718,30.45000
10107,20120719,30.66500
10107,20120720,30.11500
10107,20120723,29.28000
10107,20120724,29.15000
10107,20120725,28.83000
10107,20120726,29.16000
10107,20120727,29.75500
10107,20120730,29.64000
10107,20120731,29.47000
10107,20120801,29.41000
10107,20120802,29.19000
10107,20120803,29.75000
10107,20120806,29.95000
10107,20120807,30.26000
10107,20120808,30.33000
10107,20120809,30.50000
10107,20120810,30.42000
10107,20120813,30.39000
10107,20120814,30.13000
10107,20120815,30.20000
10107,20120816,30.78000
10107,20120817,30.90000
10107,20120820,30.74000
10107,20120821,30.80000
10107,20120822,30.54000
10107,20120823,30.25500
10107,20120824,30.56000
10107,20120827,30.69000
10107,20120828,30.63000
10107,20120829,30.65000
10107,20120830,30.32000
10107,20120831,30.82000
10107,20120904,30.38500
10107,20120905,30.39000
10107,20120906,31.34500
10107,20120907,30.95000
10107,20120910,30.72000
10107,20120911,30.79000
10107,20120912,30.78000
10107,20120913,30.93500
10107,20120914,31.21000
10107,20120917,31.21000
10107,20120918,31.17500
10107,20120919,31.05200
10107,20120920,31.45000
10107,20120921,31.19000
10107,20120924,30.78000
10107,20120925,30.39000
10107,20120926,30.16500
10107,20120927,30.16000
10107,20120928,29.76000
10107,20121001,29.49000
10107,20121002,29.66000
10107,20121003,29.86000
10107,20121004,30.03000
10107,20121005,29.85000
10107,20121008,29.78000
10107,20121009,29.28000
10107,20121010,28.98000
10107,20121011,28.95000
10107,20121012,29.20000
10107,20121015,29.51000
10107,20121016,29.49000
10107,20121017,29.59000
10107,20121018,29.49500
10107,20121019,28.64000
10107,20121022,28.00000
10107,20121023,28.04700
10107,20121024,27.90190
10107,20121025,27.88000
10107,20121026,28.21000
10107,20121031,28.54000
10107,20121101,29.51500
10107,20121102,29.49980
10107,20121105,29.63000
10107,20121106,29.86000
10107,20121107,29.08000
10107,20121108,28.81000
10107,20121109,28.83000
10107,20121112,28.22000
10107,20121113,27.08950
10107,20121114,26.84000
10107,20121115,26.66070
10107,20121116,26.52090
10107,20121119,26.72770
10107,20121120,26.71000
10107,20121121,26.95000
10107,20121123,27.70000
10107,20121126,27.38500
10107,20121127,27.08000
10107,20121128,27.36000
10107,20121129,26.95000
10107,20121130,26.61500
10107,20121203,26.42940
10107,20121204,26.37000
10107,20121205,26.67000
10107,20121206,26.72500
10107,20121207,26.45500
10107,20121210,26.94000
10107,20121211,27.32000
10107,20121212,27.24000
10107,20121213,27.11000
10107,20121214,26.81000
10107,20121217,27.09500
10107,20121218,27.56000
10107,20121219,27.31000
10107,20121220,27.68000
10107,20121221,27.45000
10107,20121224,27.06000
10107,20121226,26.86000
10107,20121227,26.96000
10107,20121228,26.55000
10107,20121231,26.70970
10107,20130102,27.62000
10107,20130103,27.25000
10107,20130104,26.74000
10107,20130107,26.69000
10107,20130108,26.55000
10107,20130109,26.70000
10107,20130110,26.46000
10107,20130111,26.83000
10107,20130114,26.89000
10107,20130115,27.21000
10107,20130116,27.04000
10107,20130117,27.25000
10107,20130118,27.25000
10107,20130122,27.15000
10107,20130123,27.61000
10107,20130124,27.63000
10107,20130125,27.88000
10107,20130128,27.91100
10107,20130129,28.01000
10107,20130130,27.85000
10107,20130131,27.45000
10107,20130201,27.93000
10107,20130204,27.44000
10107,20130205,27.49500
10107,20130206,27.34000
10107,20130207,27.28300
10107,20130208,27.55000
10107,20130211,27.86000
10107,20130212,27.88000
10107,20130213,28.03000
10107,20130214,28.04000
10107,20130215,28.01000
10107,20130219,28.04500
10107,20130220,27.87000
10107,20130221,27.49000
10107,20130222,27.76000
10107,20130225,27.37000
10107,20130226,27.37000
10107,20130227,27.81000
10107,20130228,27.80000
10107,20130301,27.95000
10107,20130304,28.15000
10107,20130305,28.35000
10107,20130306,28.09000
10107,20130307,28.14000
10107,20130308,28.00000
10107,20130311,27.87000
10107,20130312,27.91000
10107,20130313,27.91500
10107,20130314,28.13500
10107,20130315,28.03500
10107,20130318,28.10000
10107,20130319,28.18000
10107,20130320,28.31500
10107,20130321,28.11000
10107,20130322,28.25000
10107,20130325,28.16000
10107,20130326,28.15500
10107,20130327,28.37000
10107,20130328,28.60500
10107,20130401,28.61000
10107,20130402,28.80000
10107,20130403,28.56000
10107,20130404,28.59500
10107,20130405,28.70000
10107,20130408,28.59000
10107,20130409,29.61000
10107,20130410,30.28000
10107,20130411,28.93500
10107,20130412,28.79000
10107,20130415,28.69000
10107,20130416,28.97000
10107,20130417,28.82500
10107,20130418,28.79000
10107,20130419,29.76500
10107,20130422,30.83000
10107,20130423,30.60000
10107,20130424,31.76000
10107,20130425,31.94000
10107,20130426,31.79000
10107,20130429,32.61000
10107,20130430,33.10000
10107,20130501,32.72000
10107,20130502,33.16000
10107,20130503,33.49000
10107,20130506,33.75000
10107,20130507,33.31000
10107,20130508,32.99000
10107,20130509,32.66000
10107,20130510,32.69000
10107,20130513,33.03000
10107,20130514,33.53000
10107,20130515,33.84500
10107,20130516,34.08000
10107,20130517,34.87000
10107,20130520,35.08000
10107,20130521,34.85000
10107,20130522,34.61000
10107,20130523,34.15000
10107,20130524,34.26900
10107,20130528,35.02000
10107,20130529,34.88000
10107,20130530,35.03000
10107,20130531,34.90000
10107,20130603,35.59000
10107,20130604,34.99000
10107,20130605,34.78000
10107,20130606,34.96000
10107,20130607,35.67000
10107,20130610,35.47000
10107,20130611,34.84000
10107,20130612,35.00000
10107,20130613,34.71500
10107,20130614,34.40000
10107,20130617,35.00000
10107,20130618,34.98000
10107,20130619,34.59000
10107,20130620,33.49000
10107,20130621,33.26500
10107,20130624,33.71500
10107,20130625,33.67000
10107,20130626,34.35000
10107,20130627,34.62000
10107,20130628,34.54500
10107,20130701,34.36000
10107,20130702,33.94000
10107,20130703,34.01000
10107,20130705,34.21000
10107,20130708,34.32500
10107,20130709,34.35000
10107,20130710,34.70000
10107,20130711,35.68500
10107,20130712,35.67000
10107,20130715,36.17000
10107,20130716,36.27000
10107,20130717,35.74000
10107,20130718,35.44000
10107,20130719,31.40000
10107,20130722,32.01000
10107,20130723,31.82000
10107,20130724,31.96000
10107,20130725,31.39000
10107,20130726,31.62000
10107,20130729,31.54000
10107,20130730,31.85000
10107,20130731,31.84000
10107,20130801,31.67000
10107,20130802,31.89000
10107,20130805,31.70000
10107,20130806,31.58000
10107,20130807,32.06300
10107,20130808,32.89000
10107,20130809,32.70000
10107,20130812,32.87000
10107,20130813,32.23000
10107,20130814,32.35000
10107,20130815,31.79000
10107,20130816,31.80000
10107,20130819,31.39300
10107,20130820,31.62000
10107,20130821,31.61000
10107,20130822,32.39000
10107,20130823,34.75000
10107,20130826,34.15000
10107,20130827,33.26000
10107,20130828,33.02000
10107,20130829,33.55000
10107,20130830,33.40000
10107,20130903,31.88000
10107,20130904,31.19500
10107,20130905,31.23500
10107,20130906,31.15200
10107,20130909,31.65500
10107,20130910,32.39000
10107,20130911,32.74000
10107,20130912,32.69000
10107,20130913,33.03000
10107,20130916,32.80100
10107,20130917,32.93000
10107,20130918,33.32000
10107,20130919,33.64000
10107,20130920,32.79100
10107,20130923,32.74000
10107,20130924,32.45500
10107,20130925,32.50500
10107,20130926,32.77000
10107,20130927,33.27000
10107,20130930,33.28000
10107,20131001,33.58000
10107,20131002,33.92000
10107,20131003,33.86000
10107,20131004,33.88000
10107,20131007,33.30000
10107,20131008,33.01000
10107,20131009,33.07000
10107,20131010,33.76000
10107,20131011,34.13000
10107,20131014,34.45000
10107,20131015,34.49000
10107,20131016,34.64000
10107,20131017,34.92000
10107,20131018,34.96000
10107,20131021,34.99000
10107,20131022,34.58000
10107,20131023,33.76000
10107,20131024,33.72000
10107,20131025,35.73000
10107,20131028,35.57000
10107,20131029,35.52000
10107,20131030,35.54000
10107,20131031,35.40500
10107,20131101,35.52500
10107,20131104,35.94000
10107,20131105,36.64000
10107,20131106,38.18000
10107,20131107,37.50000
10107,20131108,37.78000
10107,20131111,37.59000
10107,20131112,37.36000
10107,20131113,38.15500
10107,20131114,38.02100
10107,20131115,37.84100
10107,20131118,37.20000
10107,20131119,36.74000
10107,20131120,37.08000
10107,20131121,37.40000
10107,20131122,37.57000
10107,20131125,37.64000
10107,20131126,37.35000
10107,20131127,37.60000
10107,20131129,38.13000
10107,20131202,38.45000
10107,20131203,38.31000
10107,20131204,38.94000
10107,20131205,38.00000
10107,20131206,38.36000
10107,20131209,38.70500
10107,20131210,38.11000
10107,20131211,37.61000
10107,20131212,37.22000
10107,20131213,36.69000
10107,20131216,36.88500
10107,20131217,36.52000
10107,20131218,36.58000
10107,20131219,36.25000
10107,20131220,36.80000
10107,20131223,36.62000
10107,20131224,37.08000
10107,20131226,37.44000
10107,20131227,37.29000
10107,20131230,37.29000
10107,20131231,37.41000
10107,20140102,37.16000
10107,20140103,36.91000
10107,20140106,36.13000
10107,20140107,36.41000
10107,20140108,35.76000
10107,20140109,35.53000
10107,20140110,36.04000
10107,20140113,34.98000
10107,20140114,35.78000
10107,20140115,36.76000
10107,20140116,36.89000
10107,20140117,36.38000
10107,20140121,36.17000
10107,20140122,35.93000
10107,20140123,36.05500
10107,20140124,36.80500
10107,20140127,36.03000
10107,20140128,36.27000
10107,20140129,36.66000
10107,20140130,36.86000
10107,20140131,37.84000
10107,20140203,36.48000
10107,20140204,36.35000
10107,20140205,35.82000
10107,20140206,36.18000
10107,20140207,36.56000
10107,20140210,36.80000
10107,20140211,37.17500
10107,20140212,37.47000
10107,20140213,37.61000
10107,20140214,37.62000
10107,20140218,37.42000
10107,20140219,37.51000
10107,20140220,37.75000
10107,20140221,37.98000
10107,20140224,37.69000
10107,20140225,37.54000
10107,20140226,37.47000
10107,20140227,37.86000
10107,20140228,38.31000
10107,20140303,37.78000
10107,20140304,38.41000
10107,20140305,38.11000
10107,20140306,38.15000
10107,20140307,37.90000
10107,20140310,37.82000
10107,20140311,38.02000
10107,20140312,38.27000
10107,20140313,37.89000
10107,20140314,37.70000
10107,20140317,38.05000
10107,20140318,39.55000
10107,20140319,39.27000
10107,20140320,40.33000
10107,20140321,40.16000
10107,20140324,40.50000
10107,20140325,40.34000
10107,20140326,39.79000
10107,20140327,39.36000
10107,20140328,40.30000
10107,20140331,40.99000
10107,20140401,41.42000
10107,20140402,41.35000
10107,20140403,41.01000
10107,20140404,39.87000
10107,20140407,39.80000
10107,20140408,39.82000
10107,20140409,40.47000
10107,20140410,39.36000
10107,20140411,39.20900
10107,20140414,39.18000
10107,20140415,39.75000
10107,20140416,40.40000
10107,20140417,40.01000
10107,20140421,39.94000
10107,20140422,39.99000
10107,20140423,39.69000
10107,20140424,39.86000
10107,20140425,39.91000
10107,20140428,40.87000
10107,20140429,40.51000
10107,20140430,40.40000
10107,20140501,40.00000
10107,20140502,39.69000
10107,20140505,39.43000
10107,20140506,39.06000
10107,20140507,39.42500
10107,20140508,39.64000
10107,20140509,39.54000
10107,20140512,39.97000
10107,20140513,40.42000
10107,20140514,40.24000
10107,20140515,39.60000
10107,20140516,39.83000
10107,20140519,39.75000
10107,20140520,39.68000
10107,20140521,40.35000
10107,20140522,40.10000
10107,20140523,40.12000
10107,20140527,40.19000
10107,20140528,40.01000
10107,20140529,40.34000
10107,20140530,40.94000
10107,20140602,40.79000
10107,20140603,40.29000
10107,20140604,40.32000
10107,20140605,41.21000
10107,20140606,41.48000
10107,20140609,41.27000
10107,20140610,41.11000
10107,20140611,40.86000
10107,20140612,40.58000
10107,20140613,41.23000
10107,20140616,41.50000
10107,20140617,41.68000
10107,20140618,41.65000
10107,20140619,41.51000
10107,20140620,41.68000
10107,20140623,41.99000
10107,20140624,41.74500
10107,20140625,42.03000
10107,20140626,41.72000
10107,20140627,42.25000
10107,20140630,41.70000
10107,20140701,41.87000
10107,20140702,41.90000
10107,20140703,41.80000
10107,20140707,41.99000
10107,20140708,41.78000
10107,20140709,41.67000
10107,20140710,41.68500
10107,20140711,42.09000
10107,20140714,42.14000
10107,20140715,42.45000
10107,20140716,44.08000
10107,20140717,44.53000
10107,20140718,44.69000
10107,20140721,44.83500
10107,20140722,44.83000
10107,20140723,44.87000
10107,20140724,44.40000
10107,20140725,44.50000
10107,20140728,43.97000
10107,20140729,43.88500
10107,20140730,43.57850
10107,20140731,43.16000
10107,20140801,42.86000
10107,20140804,43.37000
10107,20140805,43.08000
10107,20140806,42.74000
10107,20140807,43.23000
10107,20140808,43.20000
10107,20140811,43.20000
10107,20140812,43.52000
10107,20140813,44.08000
10107,20140814,44.27000
10107,20140815,44.79000
10107,20140818,45.11000
10107,20140819,45.33000
10107,20140820,44.95000
10107,20140821,45.22000
10107,20140822,45.15000
10107,20140825,45.17000
10107,20140826,45.00500
10107,20140827,44.87000
10107,20140828,44.88000
10107,20140829,45.43000
10107,20140902,45.09000
10107,20140903,44.96000
10107,20140904,45.26000
10107,20140905,45.91000
10107,20140908,46.47000
10107,20140909,46.76000
10107,20140910,46.84000
10107,20140911,47.00000
10107,20140912,46.69500
10107,20140915,46.24000
10107,20140916,46.76000
10107,20140917,46.52000
10107,20140918,46.68000
10107,20140919,47.52000
10107,20140922,47.06000
10107,20140923,46.56000
10107,20140924,47.08000
10107,20140925,46.04000
10107,20140926,46.41000
10107,20140929,46.44000
10107,20140930,46.36000
10107,20141001,45.90000
10107,20141002,45.76000
10107,20141003,46.09000
10107,20141006,46.09000
10107,20141007,45.53000
10107,20141008,46.78000
10107,20141009,45.85000
10107,20141010,44.03000
10107,20141013,43.65000
10107,20141014,43.73000
10107,20141015,43.22000
10107,20141016,42.74000
10107,20141017,43.63000
10107,20141020,44.08000
10107,20141021,44.88000
10107,20141022,44.38000
10107,20141023,45.02000
10107,20141024,46.13000
10107,20141027,45.91000
10107,20141028,46.49000
10107,20141029,46.62000
10107,20141030,46.05000
10107,20141031,46.95000
10107,20141103,47.44000
10107,20141104,47.57000
10107,20141105,47.86000
10107,20141106,48.70000
10107,20141107,48.68000
10107,20141110,48.89000
10107,20141111,48.87000
10107,20141112,48.78000
10107,20141113,49.61000
10107,20141114,49.58000
10107,20141117,49.46000
10107,20141118,48.74000
10107,20141119,48.22000
10107,20141120,48.70000
10107,20141121,47.98000
10107,20141124,47.59000
10107,20141125,47.47000
10107,20141126,47.75000
10107,20141128,47.81000
10107,20141201,48.62000
10107,20141202,48.46000
10107,20141203,48.08000
10107,20141204,48.84000
10107,20141205,48.42000
10107,20141208,47.69500
10107,20141209,47.59000
10107,20141210,46.90000
10107,20141211,47.17000
10107,20141212,46.95000
10107,20141215,46.67000
10107,20141216,45.16000
10107,20141217,45.74000
10107,20141218,47.52000
10107,20141219,47.66000
10107,20141222,47.98000
10107,20141223,48.45000
10107,20141224,48.14000
10107,20141226,47.88000
10107,20141229,47.45000
10107,20141230,47.02000
10107,20141231,46.45000
10107,20150102,46.76000
10107,20150105,46.32500
10107,20150106,45.65000
10107,20150107,46.23000
10107,20150108,47.59000
10107,20150109,47.19000
10107,20150112,46.60000
10107,20150113,46.35500
10107,20150114,45.95500
10107,20150115,45.48000
10107,20150116,46.24000
10107,20150120,46.39000
10107,20150121,45.92000
10107,20150122,47.13000
10107,20150123,47.18000
10107,20150126,47.01000
10107,20150127,42.66000
10107,20150128,41.19000
10107,20150129,42.01000
10107,20150130,40.40000
10107,20150202,41.28000
10107,20150203,41.60000
10107,20150204,41.84000
10107,20150205,42.45000
10107,20150206,42.41000
10107,20150209,42.36000
10107,20150210,42.60000
10107,20150211,42.38000
10107,20150212,43.09000
10107,20150213,43.87000
10107,20150217,43.58000
10107,20150218,43.53000
10107,20150219,43.50000
10107,20150220,43.85500
10107,20150223,44.15000
10107,20150224,44.09000
10107,20150225,43.99000
10107,20150226,44.05500
10107,20150227,43.85000
10107,20150302,43.88000
10107,20150303,43.28000
10107,20150304,43.05500
10107,20150305,43.11000
10107,20150306,42.36000
10107,20150309,42.85000
10107,20150310,42.03000
10107,20150311,41.98000
10107,20150312,41.02000
10107,20150313,41.38000
10107,20150316,41.56000
10107,20150317,41.69500
10107,20150318,42.50000
10107,20150319,42.28500
10107,20150320,42.88000
10107,20150323,42.85500
10107,20150324,42.90000
10107,20150325,41.46000
10107,20150326,41.21000
10107,20150327,40.97000
10107,20150330,40.96000
10107,20150331,40.65500
10107,20150401,40.72000
10107,20150402,40.29000
10107,20150406,41.54500
10107,20150407,41.53000
10107,20150408,41.42000
10107,20150409,41.48000
10107,20150410,41.72000
10107,20150413,41.76000
10107,20150414,41.65000
10107,20150415,42.25500
10107,20150416,42.16000
10107,20150417,41.61500
10107,20150420,42.90500
10107,20150421,42.63500
10107,20150422,42.98500
10107,20150423,43.34000
10107,20150424,47.87000
10107,20150427,48.03000
10107,20150428,49.15500
10107,20150429,49.06000
10107,20150430,48.64000
10107,20150501,48.65500
10107,20150504,48.24000
10107,20150505,47.60000
10107,20150506,46.28000
10107,20150507,46.70000
10107,20150508,47.75000
10107,20150511,47.37000
10107,20150512,47.35000
10107,20150513,47.62500
10107,20150514,48.72000
10107,20150515,48.29500
10107,20150518,48.01000
10107,20150519,47.58000
10107,20150520,47.58000
10107,20150521,47.42000
10107,20150522,46.90000
10107,20150526,46.59000
10107,20150527,47.61000
10107,20150528,47.45000
10107,20150529,46.86000
10107,20150601,47.23000
10107,20150602,46.92000
10107,20150603,46.85000
10107,20150604,46.36000
10107,20150605,46.14000
10107,20150608,45.73000
10107,20150609,45.65000
10107,20150610,46.61000
10107,20150611,46.44000
10107,20150612,45.97000
10107,20150615,45.47500
10107,20150616,45.83000
10107,20150617,45.97000
10107,20150618,46.72000
10107,20150619,46.10000
10107,20150622,46.23000
10107,20150623,45.91000
10107,20150624,45.63500
10107,20150625,45.65000
10107,20150626,45.26000
10107,20150629,44.37000
10107,20150630,44.15000
10107,20150701,44.44500
10107,20150702,44.40000
10107,20150706,44.39000
10107,20150707,44.30000
10107,20150708,44.24000
10107,20150709,44.52000
10107,20150710,44.61000
10107,20150713,45.54000
10107,20150714,45.62000
10107,20150715,45.76000
10107,20150716,46.66000
10107,20150717,46.62000
10107,20150720,46.92000
10107,20150721,47.28000
10107,20150722,45.54000
10107,20150723,46.11000
10107,20150724,45.94000
10107,20150727,45.35000
10107,20150728,45.34000
10107,20150729,46.29000
10107,20150730,46.88000
10107,20150731,46.70000
10107,20150803,46.81000
10107,20150804,47.54000
10107,20150805,47.58000
10107,20150806,46.62000
10107,20150807,46.74000
10107,20150810,47.33000
10107,20150811,46.41000
10107,20150812,46.74000
10107,20150813,46.73000
10107,20150814,47.00000
10107,20150817,47.32000
10107,20150818,47.27000
10107,20150819,46.61000
10107,20150820,45.66000
10107,20150821,43.07000
10107,20150824,41.68000
10107,20150825,40.47000
10107,20150826,42.71000
10107,20150827,43.90000
10107,20150828,43.93000
10107,20150831,43.52000
10107,20150901,41.82000
10107,20150902,43.36000
10107,20150903,43.50000
10107,20150904,42.61000
10107,20150908,43.89000
10107,20150909,43.07000
10107,20150910,43.29000
10107,20150911,43.48000
10107,20150914,43.04000
10107,20150915,43.98000
10107,20150916,44.30000
10107,20150917,44.25000
10107,20150918,43.48000
10107,20150921,44.11000
10107,20150922,43.90000
10107,20150923,43.87000
10107,20150924,43.91000
10107,20150925,43.94000
10107,20150928,43.29000
10107,20150929,43.44000
10107,20150930,44.26000
10107,20151001,44.61000
10107,20151002,45.57000
10107,20151005,46.63000
10107,20151006,46.75000
10107,20151007,46.80000
10107,20151008,47.45000
10107,20151009,47.11000
10107,20151012,47.00000
10107,20151013,46.89000
10107,20151014,46.68000
10107,20151015,47.01000
10107,20151016,47.51000
10107,20151019,47.62000
10107,20151020,47.77000
10107,20151021,47.20000
10107,20151022,48.03000
10107,20151023,52.87000
10107,20151026,54.25000
10107,20151027,53.69000
10107,20151028,53.98000
10107,20151029,53.36000
10107,20151030,52.64000
10107,20151102,53.24000
10107,20151103,54.15000
10107,20151104,54.40000
10107,20151105,54.38000
10107,20151106,54.92000
10107,20151109,54.16000
10107,20151110,53.51000
10107,20151111,53.65000
10107,20151112,53.32000
10107,20151113,52.84000
10107,20151116,53.76500
10107,20151117,52.97000
10107,20151118,53.85000
10107,20151119,53.94000
10107,20151120,54.19000
10107,20151123,54.19000
10107,20151124,54.25000
10107,20151125,53.69000
10107,20151127,53.93000
10107,20151130,54.35000
10107,20151201,55.22000
10107,20151202,55.21000
10107,20151203,54.20000
10107,20151204,55.91000
10107,20151207,55.81000
10107,20151208,55.79000
10107,20151209,54.98000
10107,20151210,55.27000
10107,20151211,54.06000
10107,20151214,55.14000
10107,20151215,55.20000
10107,20151216,56.13000
10107,20151217,55.70000
10107,20151218,54.13000
10107,20151221,54.83000
10107,20151222,55.35000
10107,20151223,55.82000
10107,20151224,55.67000
10107,20151228,55.95000
10107,20151229,56.55000
10107,20151230,56.31000
10107,20151231,55.48000
10107,20160104,54.80000
10107,20160105,55.05000
10107,20160106,54.05000
10107,20160107,52.17000
10107,20160108,52.33000
10107,20160111,52.30000
10107,20160112,52.78000
10107,20160113,51.64000
10107,20160114,53.11000
10107,20160115,50.99000
10107,20160119,50.56000
10107,20160120,50.79000
10107,20160121,50.48000
10107,20160122,52.29000
10107,20160125,51.79000
10107,20160126,52.17000
10107,20160127,51.22000
10107,20160128,52.05500
10107,20160129,55.09000
10107,20160201,54.71000
10107,20160202,53.00000
10107,20160203,52.16000
10107,20160204,52.00000
10107,20160205,50.16000
10107,20160208,49.41000
10107,20160209,49.28000
10107,20160210,49.71000
10107,20160211,49.69000
10107,20160212,50.50000
10107,20160216,51.09000
10107,20160217,52.42000
10107,20160218,52.19000
10107,20160219,51.82000
10107,20160222,52.65000
10107,20160223,51.18000
10107,20160224,51.36000
10107,20160225,52.10000
10107,20160226,51.30000
10107,20160229,50.88000
10107,20160301,52.58000
10107,20160302,52.95000
10107,20160303,52.35000
10107,20160304,52.03000
10107,20160307,51.03000
10107,20160308,51.65000
10107,20160309,52.84000
10107,20160310,52.05000
10107,20160311,53.07000
10107,20160314,53.17000
10107,20160315,53.59000
10107,20160316,54.35000
10107,20160317,54.66000
10107,20160318,53.49000
10107,20160321,53.86000
10107,20160322,54.07000
10107,20160323,53.97000
10107,20160324,54.21000
10107,20160328,53.54000
10107,20160329,54.71000
10107,20160330,55.05000
